#Name (cmd = mergePeaks pr.pd_hipp_gba1_vs_lrk/bg.clean.pos pr.pd_hipp_gba1_vs_lrk/target.clean..pos -d 200 -cobound 1 -prefix pr.pd_hipp_gba1_vs_lrk/0.499864938742579.2.tmp)	chr	start	end	strand	stat	stat2	pr.pd_hipp_gba1_vs_lrk/target.clean..pos
BG106205	chr14	52924133	52924342	+	0.000	0.000	7707
BG106231	chr14	53109245	53109444	+	0.000	0.000	7708
BG106248	chr14	53304769	53305457	+	0.000	0.000	7709
BG106249	chr14	53305519	53305718	+	0.000	0.000	7710
BG106255	chr14	53327306	53327532	+	0.000	0.000	7711
BG106268	chr14	53470394	53470639	+	0.000	0.000	7712
BG106279	chr14	53523684	53523958	+	0.000	0.000	7713
BG106290	chr14	53670263	53670646	+	0.000	0.000	7714
BG106299	chr14	53793560	53793790	+	0.000	0.000	7715
BG93514	chr13	43548168	43548388	+	0.000	0.000	6914
BG93516	chr13	43549920	43550119	+	0.000	0.000	6915
BG93522	chr13	43565633	43565862	+	0.000	0.000	6916
BG93531	chr13	43578941	43579761	+	0.000	0.000	6917
BG93540	chr13	43608460	43608659	+	0.000	0.000	6918
BG93543	chr13	43629534	43629737	+	0.000	0.000	6919
BG93559	chr13	43673685	43673936	+	0.000	0.000	6920
BG93574	chr13	43704479	43704678	+	0.000	0.000	6921
BG339502	chr7	151640714	151640913	+	0.000	0.000	24751
BG339504	chr7	151647780	151648635	+	0.000	0.000	24752
BG339509	chr7	151659180	151659635	+	0.000	0.000	24753
BG339533	chr7	151714198	151714552	+	0.000	0.000	24754
BG339535	chr7	151717988	151718206	+	0.000	0.000	24755
BG339536	chr7	151718227	151718601	+	0.000	0.000	24756
BG275213	chr5	31511825	31512148	+	0.000	0.000	20708
BG275223	chr5	31556571	31556776	+	0.000	0.000	20709
BG275226	chr5	31594990	31595495	+	0.000	0.000	20710
BG275278	chr5	31759919	31760495	+	0.000	0.000	20711
BG275286	chr5	31782464	31782688	+	0.000	0.000	20712
BG106309	chr14	53946746	53946980	+	0.000	0.000	7716
BG106314	chr14	53963213	53963412	+	0.000	0.000	7717
BG106327	chr14	54219191	54219390	+	0.000	0.000	7718
BG106345	chr14	54348580	54348779	+	0.000	0.000	7719
BG106350	chr14	54366491	54366806	+	0.000	0.000	7720
BG106364	chr14	54472573	54472773	+	0.000	0.000	7721
BG106371	chr14	54535414	54535613	+	0.000	0.000	7722
BG93604	chr13	43824106	43824416	+	0.000	0.000	6922
BG93625	chr13	43936736	43936971	+	0.000	0.000	6923
BG93634	chr13	43987839	43988038	+	0.000	0.000	6924
BG93666	chr13	44106136	44106347	+	0.000	0.000	6925
BG93667	chr13	44106353	44106556	+	0.000	0.000	6926
BG93686	chr13	44158405	44158607	+	0.000	0.000	6927
BG93689	chr13	44165491	44165925	+	0.000	0.000	6928
BG93697	chr13	44198795	44199092	+	0.000	0.000	6929
BG339633	chr7	152078902	152079101	+	0.000	0.000	24757
BG339639	chr7	152120565	152120775	+	0.000	0.000	24758
BG339661	chr7	152341891	152342090	+	0.000	0.000	24759
BG339662	chr7	152360958	152361175	+	0.000	0.000	24760
BG339665	chr7	152383691	152383966	+	0.000	0.000	24761
BG339675	chr7	152500044	152500282	+	0.000	0.000	24762
BG339697	chr7	152815157	152815415	+	0.000	0.000	24763
BG339699	chr7	152820128	152820388	+	0.000	0.000	24764
BG275301	chr5	31827242	31827445	+	0.000	0.000	20713
BG275307	chr5	31861499	31862036	+	0.000	0.000	20714
BG275314	chr5	31888728	31888939	+	0.000	0.000	20715
BG275315	chr5	31894038	31895042	+	0.000	0.000	20716
BG275319	chr5	31913855	31914054	+	0.000	0.000	20717
BG275326	chr5	31975433	31975654	+	0.000	0.000	20718
BG275386	chr5	32272582	32272781	+	0.000	0.000	20719
BG275397	chr5	32285127	32285353	+	0.000	0.000	20720
BG106436	chr14	54750032	54750231	+	0.000	0.000	7723
BG106441	chr14	54764269	54764468	+	0.000	0.000	7724
BG106457	chr14	54870280	54871275	+	0.000	0.000	7725
BG106470	chr14	54910537	54910849	+	0.000	0.000	7726
BG106485	chr14	55052732	55052931	+	0.000	0.000	7727
BG93717	chr13	44242857	44243557	+	0.000	0.000	6930
BG93719	chr13	44244879	44245078	+	0.000	0.000	6931
BG374006	chr9	127014562	127014778	+	0.000	0.000	26895
BG339700	chr7	152820649	152820989	+	0.000	0.000	24765
BG374038	chr9	127096626	127096825	+	0.000	0.000	26896
BG93781	chr13	44426283	44426482	+	0.000	0.000	6932
BG93782	chr13	44426554	44426791	+	0.000	0.000	6933
BG374043	chr9	127117899	127118100	+	0.000	0.000	26897
BG339710	chr7	152856396	152856734	+	0.000	0.000	24766
BG339714	chr7	152899565	152899789	+	0.000	0.000	24767
BG339715	chr7	152899914	152900113	+	0.000	0.000	24768
BG374051	chr9	127134179	127134441	+	0.000	0.000	26898
BG374081	chr9	127226054	127226330	+	0.000	0.000	26899
BG374084	chr9	127233537	127233906	+	0.000	0.000	26900
BG339759	chr7	153748053	153748260	+	0.000	0.000	24769
BG374097	chr9	127279758	127280403	+	0.000	0.000	26901
BG339765	chr7	153858415	153858708	+	0.000	0.000	24770
BG339766	chr7	153858735	153858934	+	0.000	0.000	24771
BG339770	chr7	153920816	153921347	+	0.000	0.000	24772
BG275415	chr5	32386686	32386893	+	0.000	0.000	20721
BG275428	chr5	32426540	32426739	+	0.000	0.000	20722
BG275429	chr5	32426744	32426973	+	0.000	0.000	20723
BG275472	chr5	32839527	32839758	+	0.000	0.000	20724
BG275487	chr5	33408128	33408327	+	0.000	0.000	20725
BG275488	chr5	33408495	33408694	+	0.000	0.000	20726
BG275491	chr5	33422896	33423095	+	0.000	0.000	20727
BG275496	chr5	33441972	33442171	+	0.000	0.000	20728
BG106514	chr14	55245736	55245987	+	0.000	0.000	7728
BG106556	chr14	55399941	55400140	+	0.000	0.000	7729
BG106558	chr14	55426494	55426743	+	0.000	0.000	7730
BG106568	chr14	55447611	55447820	+	0.000	0.000	7731
BG106583	chr14	55570349	55570548	+	0.000	0.000	7732
BG106584	chr14	55572565	55572764	+	0.000	0.000	7733
BG106585	chr14	55572774	55572973	+	0.000	0.000	7734
BG106589	chr14	55594175	55594374	+	0.000	0.000	7735
BG106594	chr14	55673114	55673364	+	0.000	0.000	7736
BG93834	chr13	44710682	44710881	+	0.000	0.000	6934
BG374102	chr9	127311251	127311450	+	0.000	0.000	26902
BG374105	chr9	127318653	127318879	+	0.000	0.000	26903
BG93855	chr13	44855762	44856230	+	0.000	0.000	6935
BG93869	chr13	44922545	44922798	+	0.000	0.000	6936
BG93879	chr13	45004192	45004569	+	0.000	0.000	6937
BG374132	chr9	127437148	127437362	+	0.000	0.000	26904
BG339800	chr7	154133439	154133834	+	0.000	0.000	24773
BG374142	chr9	127537101	127537300	+	0.000	0.000	26905
BG93895	chr13	45100939	45101175	+	0.000	0.000	6938
BG374156	chr9	127574504	127574703	+	0.000	0.000	26906
BG339822	chr7	154208375	154208585	+	0.000	0.000	24774
BG374164	chr9	127613907	127614167	+	0.000	0.000	26907
BG339881	chr7	154385543	154385799	+	0.000	0.000	24775
BG339888	chr7	154416070	154416286	+	0.000	0.000	24776
BG339898	chr7	154426649	154426848	+	0.000	0.000	24777
BG275501	chr5	33489009	33489264	+	0.000	0.000	20729
BG275509	chr5	33565105	33565304	+	0.000	0.000	20730
BG275512	chr5	33578550	33578942	+	0.000	0.000	20731
BG275526	chr5	33713177	33713376	+	0.000	0.000	20732
BG275528	chr5	33753810	33754038	+	0.000	0.000	20733
BG275548	chr5	33938311	33938520	+	0.000	0.000	20734
BG275550	chr5	33938976	33939181	+	0.000	0.000	20735
BG275559	chr5	34014693	34014906	+	0.000	0.000	20736
BG275597	chr5	34242258	34242457	+	0.000	0.000	20737
BG106663	chr14	56171440	56171641	+	0.000	0.000	7737
BG93925	chr13	45249435	45249894	+	0.000	0.000	6939
BG93926	chr13	45250009	45251126	+	0.000	0.000	6940
BG93940	chr13	45302770	45302981	+	0.000	0.000	6941
BG93958	chr13	45367498	45367734	+	0.000	0.000	6942
BG374210	chr9	127788687	127789104	+	0.000	0.000	26908
BG374220	chr9	127822153	127822762	+	0.000	0.000	26909
BG374221	chr9	127822790	127823076	+	0.000	0.000	26910
BG93988	chr13	45547228	45547915	+	0.000	0.000	6943
BG93990	chr13	45575567	45575766	+	0.000	0.000	6944
BG339924	chr7	154490211	154490410	+	0.000	0.000	24778
BG374261	chr9	127948887	127949086	+	0.000	0.000	26911
BG374272	chr9	127971108	127971865	+	0.000	0.000	26912
BG374276	chr9	127973563	127973826	+	0.000	0.000	26913
BG374279	chr9	127974978	127975186	+	0.000	0.000	26914
BG339962	chr7	154599486	154599685	+	0.000	0.000	24779
BG339965	chr7	154604718	154604971	+	0.000	0.000	24780
BG339983	chr7	154652566	154653009	+	0.000	0.000	24781
BG339995	chr7	154693442	154693641	+	0.000	0.000	24782
BG275602	chr5	34254165	34254364	+	0.000	0.000	20738
BG275613	chr5	34483987	34484198	+	0.000	0.000	20739
BG275614	chr5	34484659	34484920	+	0.000	0.000	20740
BG275617	chr5	34497025	34497428	+	0.000	0.000	20741
BG275640	chr5	34624841	34625040	+	0.000	0.000	20742
BG275674	chr5	34791753	34792133	+	0.000	0.000	20743
BG275677	chr5	34810581	34810845	+	0.000	0.000	20744
BG275679	chr5	34811191	34811440	+	0.000	0.000	20745
BG275681	chr5	34866949	34867405	+	0.000	0.000	20746
BG275683	chr5	34869204	34870090	+	0.000	0.000	20747
BG141006	chr17	19465270	19465473	+	0.000	0.000	10818
BG141009	chr17	19487010	19487280	+	0.000	0.000	10819
BG141014	chr17	19495221	19495871	+	0.000	0.000	10820
BG141030	chr17	19542407	19542637	+	0.000	0.000	10821
BG141038	chr17	19578021	19578220	+	0.000	0.000	10822
BG106709	chr14	56482355	56482568	+	0.000	0.000	7738
BG141041	chr17	19622863	19623179	+	0.000	0.000	10823
BG106728	chr14	56588519	56588930	+	0.000	0.000	7739
BG141062	chr17	19754185	19754384	+	0.000	0.000	10824
BG141068	chr17	19788376	19788780	+	0.000	0.000	10825
BG141091	chr17	19923814	19924020	+	0.000	0.000	10826
BG141092	chr17	19924160	19924377	+	0.000	0.000	10827
BG141097	chr17	19940310	19940509	+	0.000	0.000	10828
BG106769	chr14	56954036	56954235	+	0.000	0.000	7740
BG374311	chr9	128108779	128109004	+	0.000	0.000	26915
BG374325	chr9	128192569	128192793	+	0.000	0.000	26916
BG374337	chr9	128240708	128240907	+	0.000	0.000	26917
BG374340	chr9	128250429	128250713	+	0.000	0.000	26918
BG374359	chr9	128299164	128299375	+	0.000	0.000	26919
BG374366	chr9	128317659	128317935	+	0.000	0.000	26920
BG374372	chr9	128365603	128365802	+	0.000	0.000	26921
BG374375	chr9	128374061	128375157	+	0.000	0.000	26922
BG374377	chr9	128389645	128389844	+	0.000	0.000	26923
BG374378	chr9	128389901	128390100	+	0.000	0.000	26924
BG374379	chr9	128390235	128390440	+	0.000	0.000	26925
BG374380	chr9	128390565	128391067	+	0.000	0.000	26926
BG374382	chr9	128392439	128392663	+	0.000	0.000	26927
BG374383	chr9	128392816	128394648	+	0.000	0.000	26928
BG374388	chr9	128405177	128405420	+	0.000	0.000	26929
BG374389	chr9	128405497	128406145	+	0.000	0.000	26930
BG374390	chr9	128408851	128409961	+	0.000	0.000	26931
BG374392	chr9	128411412	128412418	+	0.000	0.000	26932
BG374393	chr9	128412449	128412720	+	0.000	0.000	26933
BG374394	chr9	128415782	128415986	+	0.000	0.000	26934
BG275707	chr5	35058369	35058568	+	0.000	0.000	20748
BG275722	chr5	35150421	35150620	+	0.000	0.000	20749
BG275769	chr5	35656122	35656321	+	0.000	0.000	20750
BG275773	chr5	35659452	35659651	+	0.000	0.000	20751
BG275774	chr5	35659674	35659873	+	0.000	0.000	20752
BG275785	chr5	35790933	35791132	+	0.000	0.000	20753
BG275789	chr5	35815400	35815624	+	0.000	0.000	20754
BG275792	chr5	35828123	35828322	+	0.000	0.000	20755
BG141103	chr17	19977071	19977270	+	0.000	0.000	10829
BG141112	chr17	20019975	20020437	+	0.000	0.000	10830
BG141113	chr17	20022735	20023012	+	0.000	0.000	10831
BG141130	chr17	20074918	20075129	+	0.000	0.000	10832
BG106805	chr14	57429845	57430322	+	0.000	0.000	7741
BG141147	chr17	20122999	20123198	+	0.000	0.000	10833
BG106817	chr14	57560159	57560552	+	0.000	0.000	7742
BG141156	chr17	20156888	20157285	+	0.000	0.000	10834
BG141159	chr17	20165544	20165774	+	0.000	0.000	10835
BG106827	chr14	57729858	57730102	+	0.000	0.000	7743
BG106844	chr14	57929871	57930070	+	0.000	0.000	7744
BG106845	chr14	57930124	57930323	+	0.000	0.000	7745
BG106847	chr14	57961063	57961262	+	0.000	0.000	7746
BG106864	chr14	58077180	58077379	+	0.000	0.000	7747
BG374401	chr9	128494302	128494501	+	0.000	0.000	26935
BG374408	chr9	128528812	128529047	+	0.000	0.000	26936
BG374411	chr9	128545540	128545800	+	0.000	0.000	26937
BG374428	chr9	128621017	128622276	+	0.000	0.000	26938
BG374445	chr9	128690080	128690279	+	0.000	0.000	26939
BG374460	chr9	128803707	128804151	+	0.000	0.000	26940
BG374461	chr9	128804162	128804650	+	0.000	0.000	26941
BG374463	chr9	128817705	128818092	+	0.000	0.000	26942
BG374484	chr9	128905318	128905531	+	0.000	0.000	26943
BG374489	chr9	128917114	128917313	+	0.000	0.000	26944
BG275807	chr5	36029256	36030810	+	0.000	0.000	20756
BG275811	chr5	36046962	36047161	+	0.000	0.000	20757
BG275814	chr5	36078792	36079146	+	0.000	0.000	20758
BG275819	chr5	36162531	36163119	+	0.000	0.000	20759
BG275820	chr5	36163130	36163433	+	0.000	0.000	20760
BG275855	chr5	36374597	36374796	+	0.000	0.000	20761
BG275879	chr5	36506873	36507393	+	0.000	0.000	20762
BG275888	chr5	36537356	36537555	+	0.000	0.000	20763
BG141205	chr17	20534816	20535016	+	0.000	0.000	10836
BG141209	chr17	20708915	20709114	+	0.000	0.000	10837
BG141210	chr17	20840511	20840879	+	0.000	0.000	10838
BG141213	chr17	20841860	20842200	+	0.000	0.000	10839
BG141226	chr17	20896451	20896729	+	0.000	0.000	10840
BG141228	chr17	20908881	20909577	+	0.000	0.000	10841
BG106911	chr14	58308024	58308232	+	0.000	0.000	7748
BG106921	chr14	58354901	58355342	+	0.000	0.000	7749
BG141261	chr17	21034495	21034721	+	0.000	0.000	10842
BG141273	chr17	21089261	21089681	+	0.000	0.000	10843
BG106954	chr14	58656295	58656671	+	0.000	0.000	7750
BG106980	chr14	58783650	58783849	+	0.000	0.000	7751
BG106985	chr14	58808280	58808770	+	0.000	0.000	7752
BG106990	chr14	58815540	58815774	+	0.000	0.000	7753
BG106992	chr14	58816408	58817010	+	0.000	0.000	7754
BG374507	chr9	129016152	129016351	+	0.000	0.000	26945
BG374511	chr9	129028697	129029085	+	0.000	0.000	26946
BG374529	chr9	129143010	129143245	+	0.000	0.000	26947
BG374533	chr9	129167063	129167314	+	0.000	0.000	26948
BG374553	chr9	129225355	129226544	+	0.000	0.000	26949
BG374556	chr9	129254204	129254508	+	0.000	0.000	26950
BG374560	chr9	129268416	129268660	+	0.000	0.000	26951
BG275912	chr5	36660545	36660775	+	0.000	0.000	20764
BG275927	chr5	36724609	36724830	+	0.000	0.000	20765
BG275964	chr5	37044986	37045185	+	0.000	0.000	20766
BG275990	chr5	37370424	37370669	+	0.000	0.000	20767
BG141307	chr17	21317149	21317368	+	0.000	0.000	10844
BG141316	chr17	21379655	21380053	+	0.000	0.000	10845
BG141318	chr17	21385641	21385840	+	0.000	0.000	10846
BG141321	chr17	21402336	21402594	+	0.000	0.000	10847
BG141331	chr17	21463918	21464117	+	0.000	0.000	10848
BG141337	chr17	21523027	21523394	+	0.000	0.000	10849
BG141344	chr17	21540063	21540811	+	0.000	0.000	10850
BG141349	chr17	21545679	21545917	+	0.000	0.000	10851
BG141350	chr17	21546096	21546322	+	0.000	0.000	10852
BG141373	chr17	27202947	27203297	+	0.000	0.000	10853
BG141374	chr17	27203336	27203608	+	0.000	0.000	10854
BG141376	chr17	27207067	27207535	+	0.000	0.000	10855
BG141380	chr17	27238717	27238916	+	0.000	0.000	10856
BG141389	chr17	27299749	27299964	+	0.000	0.000	10857
BG141399	chr17	27348851	27349051	+	0.000	0.000	10858
BG374605	chr9	129421481	129421680	+	0.000	0.000	26952
BG374626	chr9	129520799	129521383	+	0.000	0.000	26953
BG374627	chr9	129524919	129525118	+	0.000	0.000	26954
BG374678	chr9	129790019	129790378	+	0.000	0.000	26955
BG374688	chr9	129838842	129839086	+	0.000	0.000	26956
BG374692	chr9	129875241	129875753	+	0.000	0.000	26957
BG374693	chr9	129875783	129876431	+	0.000	0.000	26958
BG374694	chr9	129880702	129881192	+	0.000	0.000	26959
BG374699	chr9	129886610	129886861	+	0.000	0.000	26960
BG141413	chr17	27458295	27458519	+	0.000	0.000	10859
BG141422	chr17	27495518	27495784	+	0.000	0.000	10860
BG141426	chr17	27502469	27502743	+	0.000	0.000	10861
BG141431	chr17	27511846	27512068	+	0.000	0.000	10862
BG141432	chr17	27512180	27512379	+	0.000	0.000	10863
BG141435	chr17	27519492	27519737	+	0.000	0.000	10864
BG141436	chr17	27519754	27520130	+	0.000	0.000	10865
BG141486	chr17	27756598	27756797	+	0.000	0.000	10866
BG141493	chr17	27778274	27778576	+	0.000	0.000	10867
BG374704	chr9	129893982	129894444	+	0.000	0.000	26961
BG374705	chr9	129894488	129894762	+	0.000	0.000	26962
BG374709	chr9	129909341	129909551	+	0.000	0.000	26963
BG374711	chr9	129918883	129919192	+	0.000	0.000	26964
BG374712	chr9	129923714	129924127	+	0.000	0.000	26965
BG374718	chr9	129933712	129933948	+	0.000	0.000	26966
BG374728	chr9	129956289	129956488	+	0.000	0.000	26967
BG374732	chr9	129963357	129964144	+	0.000	0.000	26968
BG374733	chr9	129964169	129964649	+	0.000	0.000	26969
BG374737	chr9	129982084	129982283	+	0.000	0.000	26970
BG374738	chr9	129990448	129990647	+	0.000	0.000	26971
BG374739	chr9	129992190	129992389	+	0.000	0.000	26972
BG374746	chr9	130002404	130002628	+	0.000	0.000	26973
BG374748	chr9	130010083	130010282	+	0.000	0.000	26974
BG374753	chr9	130030490	130031387	+	0.000	0.000	26975
BG141505	chr17	27863282	27863537	+	0.000	0.000	10868
BG141527	chr17	27946850	27947401	+	0.000	0.000	10869
BG141541	chr17	27991010	27991422	+	0.000	0.000	10870
BG141542	chr17	27992963	27993162	+	0.000	0.000	10871
BG141543	chr17	27993169	27993660	+	0.000	0.000	10872
BG141544	chr17	27993669	27995297	+	0.000	0.000	10873
BG141547	chr17	28001280	28001479	+	0.000	0.000	10874
BG141555	chr17	28040559	28041016	+	0.000	0.000	10875
BG141561	chr17	28047894	28048111	+	0.000	0.000	10876
BG141562	chr17	28048139	28048342	+	0.000	0.000	10877
BG141575	chr17	28141010	28141268	+	0.000	0.000	10878
BG141587	chr17	28170759	28170985	+	0.000	0.000	10879
BG141592	chr17	28191640	28192205	+	0.000	0.000	10880
BG374824	chr9	130286990	130287228	+	0.000	0.000	26976
BG374829	chr9	130323473	130323672	+	0.000	0.000	26977
BG374831	chr9	130421535	130421831	+	0.000	0.000	26978
BG374834	chr9	130432930	130433954	+	0.000	0.000	26979
BG374872	chr9	130692397	130692633	+	0.000	0.000	26980
BG374884	chr9	130767014	130767213	+	0.000	0.000	26981
BG374887	chr9	130779132	130779394	+	0.000	0.000	26982
BG141613	chr17	28327807	28328046	+	0.000	0.000	10881
BG141631	chr17	28420468	28420731	+	0.000	0.000	10882
BG141632	chr17	28427439	28427869	+	0.000	0.000	10883
BG141656	chr17	28612724	28612923	+	0.000	0.000	10884
BG141658	chr17	28614810	28615131	+	0.000	0.000	10885
BG141664	chr17	28634844	28635168	+	0.000	0.000	10886
BG141670	chr17	28667959	28668288	+	0.000	0.000	10887
BG141680	chr17	28720360	28720559	+	0.000	0.000	10888
BG141687	chr17	28745523	28745778	+	0.000	0.000	10889
BG141689	chr17	28746993	28747192	+	0.000	0.000	10890
BG374900	chr9	130836656	130836889	+	0.000	0.000	26983
BG374901	chr9	130836979	130837454	+	0.000	0.000	26984
BG374902	chr9	130842573	130842867	+	0.000	0.000	26985
BG374920	chr9	130883927	130884126	+	0.000	0.000	26986
BG374928	chr9	130908134	130908352	+	0.000	0.000	26987
BG374934	chr9	130928055	130928254	+	0.000	0.000	26988
BG374935	chr9	130936293	130936534	+	0.000	0.000	26989
BG374936	chr9	130936541	130936887	+	0.000	0.000	26990
BG374937	chr9	130938640	130938946	+	0.000	0.000	26991
BG374940	chr9	130946488	130947672	+	0.000	0.000	26992
BG374946	chr9	131008932	131009181	+	0.000	0.000	26993
BG374947	chr9	131018703	131018902	+	0.000	0.000	26994
BG374959	chr9	131062971	131063170	+	0.000	0.000	26995
BG374962	chr9	131094668	131094885	+	0.000	0.000	26996
BG374964	chr9	131105144	131105476	+	0.000	0.000	26997
BG374969	chr9	131116724	131117104	+	0.000	0.000	26998
BG374970	chr9	131117164	131117494	+	0.000	0.000	26999
BG374985	chr9	131252602	131252829	+	0.000	0.000	27000
BG374988	chr9	131264240	131264671	+	0.000	0.000	27001
BG141711	chr17	28867726	28867925	+	0.000	0.000	10891
BG141712	chr17	28875936	28876504	+	0.000	0.000	10892
BG141721	chr17	28912762	28913455	+	0.000	0.000	10893
BG141730	chr17	28938232	28938462	+	0.000	0.000	10894
BG141732	chr17	28939468	28940082	+	0.000	0.000	10895
BG141740	chr17	28953604	28953816	+	0.000	0.000	10896
BG141750	chr17	28984914	28985113	+	0.000	0.000	10897
BG141764	chr17	29025251	29025881	+	0.000	0.000	10898
BG141767	chr17	29042421	29042634	+	0.000	0.000	10899
BG141783	chr17	29071978	29072198	+	0.000	0.000	10900
BG141789	chr17	29094163	29094399	+	0.000	0.000	10901
BG141794	chr17	29100165	29100383	+	0.000	0.000	10902
BG141805	chr17	29137103	29137302	+	0.000	0.000	10903
BG141829	chr17	29204923	29205122	+	0.000	0.000	10904
BG141833	chr17	29214312	29214511	+	0.000	0.000	10905
BG141837	chr17	29228671	29229102	+	0.000	0.000	10906
BG141844	chr17	29291236	29291441	+	0.000	0.000	10907
BG141847	chr17	29309241	29309440	+	0.000	0.000	10908
BG141887	chr17	29566454	29566901	+	0.000	0.000	10909
BG141898	chr17	29582503	29583128	+	0.000	0.000	10910
BG141899	chr17	29583133	29584037	+	0.000	0.000	10911
BG141900	chr17	29584077	29584807	+	0.000	0.000	10912
BG141901	chr17	29586819	29587018	+	0.000	0.000	10913
BG141923	chr17	29662894	29663478	+	0.000	0.000	10914
BG141937	chr17	29720431	29720790	+	0.000	0.000	10915
BG141938	chr17	29720792	29721010	+	0.000	0.000	10916
BG141939	chr17	29721021	29721228	+	0.000	0.000	10917
BG141940	chr17	29721233	29721457	+	0.000	0.000	10918
BG141941	chr17	29721463	29721678	+	0.000	0.000	10919
BG141947	chr17	29744233	29744432	+	0.000	0.000	10920
BG141948	chr17	29744472	29744894	+	0.000	0.000	10921
BG141967	chr17	29868280	29868511	+	0.000	0.000	10922
BG141968	chr17	29869720	29869919	+	0.000	0.000	10923
BG141969	chr17	29870102	29870491	+	0.000	0.000	10924
BG141970	chr17	29870547	29870804	+	0.000	0.000	10925
BG141971	chr17	29870825	29871075	+	0.000	0.000	10926
BG141978	chr17	29915819	29916018	+	0.000	0.000	10927
BG141981	chr17	29977954	29978224	+	0.000	0.000	10928
BG141994	chr17	30160970	30161517	+	0.000	0.000	10929
BG159062	chr18	63824032	63824260	+	0.000	0.000	12342
BG159066	chr18	63844094	63844293	+	0.000	0.000	12343
BG159090	chr18	64028043	64028275	+	0.000	0.000	12344
BG159094	chr18	64083956	64084268	+	0.000	0.000	12345
BG159113	chr18	64168564	64168775	+	0.000	0.000	12346
BG159114	chr18	64168910	64169130	+	0.000	0.000	12347
BG159124	chr18	64201501	64201739	+	0.000	0.000	12348
BG159135	chr18	64245425	64245895	+	0.000	0.000	12349
BG159143	chr18	64303310	64304641	+	0.000	0.000	12350
BG159148	chr18	64334751	64334984	+	0.000	0.000	12351
BG159154	chr18	64409596	64409816	+	0.000	0.000	12352
BG159159	chr18	64621421	64621741	+	0.000	0.000	12353
BG159162	chr18	64662673	64662872	+	0.000	0.000	12354
BG159181	chr18	65004111	65004462	+	0.000	0.000	12355
BG159184	chr18	65010117	65010331	+	0.000	0.000	12356
BG159191	chr18	65073870	65074260	+	0.000	0.000	12357
BG159199	chr18	65231052	65231274	+	0.000	0.000	12358
BG159205	chr18	65347516	65347715	+	0.000	0.000	12359
BG159209	chr18	65354218	65354480	+	0.000	0.000	12360
BG159222	chr18	65467167	65468186	+	0.000	0.000	12361
BG159224	chr18	65469565	65470017	+	0.000	0.000	12362
BG159229	chr18	65508473	65508721	+	0.000	0.000	12363
BG159253	chr18	65788460	65788659	+	0.000	0.000	12364
BG159255	chr18	65804448	65804668	+	0.000	0.000	12365
BG159258	chr18	65805501	65805749	+	0.000	0.000	12366
BG159267	chr18	65955272	65955544	+	0.000	0.000	12367
BG159273	chr18	66056865	66057064	+	0.000	0.000	12368
BG159276	chr18	66091753	66092272	+	0.000	0.000	12369
BG159280	chr18	66121062	66121679	+	0.000	0.000	12370
BG159289	chr18	66315146	66315416	+	0.000	0.000	12371
BG159295	chr18	66506622	66506821	+	0.000	0.000	12372
BG159311	chr18	66572580	66572779	+	0.000	0.000	12373
BG159327	chr18	66604835	66605074	+	0.000	0.000	12374
BG159347	chr18	66748161	66748367	+	0.000	0.000	12375
BG159376	chr18	67105018	67105573	+	0.000	0.000	12376
BG159389	chr18	67290085	67290284	+	0.000	0.000	12377
BG159396	chr18	67376094	67376293	+	0.000	0.000	12378
BG159401	chr18	67463901	67464873	+	0.000	0.000	12379
BG159409	chr18	67493847	67494233	+	0.000	0.000	12380
BG159426	chr18	67591044	67591278	+	0.000	0.000	12381
BG159427	chr18	67598929	67599733	+	0.000	0.000	12382
BG159428	chr18	67599781	67600039	+	0.000	0.000	12383
BG159464	chr18	68148996	68149221	+	0.000	0.000	12384
BG159474	chr18	68381682	68382074	+	0.000	0.000	12385
BG159479	chr18	68388418	68388617	+	0.000	0.000	12386
BG159482	chr18	68402656	68403081	+	0.000	0.000	12387
BG159483	chr18	68403105	68403672	+	0.000	0.000	12388
BG159488	chr18	68413631	68413830	+	0.000	0.000	12389
BG159495	chr18	68430876	68431295	+	0.000	0.000	12390
BG159497	chr18	68433864	68434101	+	0.000	0.000	12391
BG159524	chr18	68589190	68589490	+	0.000	0.000	12392
BG159526	chr18	68590109	68590371	+	0.000	0.000	12393
BG159542	chr18	68705510	68705709	+	0.000	0.000	12394
BG159544	chr18	68713929	68714128	+	0.000	0.000	12395
BG159573	chr18	68897370	68897630	+	0.000	0.000	12396
BG159579	chr18	68972025	68972224	+	0.000	0.000	12397
BG159602	chr18	69162116	69162315	+	0.000	0.000	12398
BG159603	chr18	69162354	69162553	+	0.000	0.000	12399
BG159609	chr18	69239852	69240220	+	0.000	0.000	12400
BG159643	chr18	69721521	69721748	+	0.000	0.000	12401
BG159682	chr18	69996987	69997610	+	0.000	0.000	12402
BG159683	chr18	69997635	69997959	+	0.000	0.000	12403
BG159691	chr18	70018598	70019163	+	0.000	0.000	12404
BG194020	chr2	186734071	186734270	+	0.000	0.000	15061
BG194029	chr2	186781008	186781222	+	0.000	0.000	15062
BG194031	chr2	186854102	186854301	+	0.000	0.000	15063
BG194035	chr2	186862384	186862793	+	0.000	0.000	15064
BG159714	chr18	70138337	70138536	+	0.000	0.000	12405
BG194056	chr2	187117860	187118259	+	0.000	0.000	15065
BG159728	chr18	70180875	70181096	+	0.000	0.000	12406
BG159730	chr18	70187830	70188488	+	0.000	0.000	12407
