#Name (cmd = mergePeaks pr.diff_pd_hipp_lrrk_vs_ctrl/bg.clean.pos pr.diff_pd_hipp_lrrk_vs_ctrl/target.clean..pos -d 200 -cobound 1 -prefix pr.diff_pd_hipp_lrrk_vs_ctrl/0.288842263006703.2.tmp)	chr	start	end	strand	stat	stat2	pr.diff_pd_hipp_lrrk_vs_ctrl/target.clean..pos
BG1619	chr1	8806732	8806942	+	0.000	0.000	199
BG1641	chr1	8875315	8875535	+	0.000	0.000	200
BG1659	chr1	9028688	9029293	+	0.000	0.000	201
BG1664	chr1	9084945	9085144	+	0.000	0.000	202
BG1672	chr1	9129501	9130035	+	0.000	0.000	203
BG1676	chr1	9151326	9151788	+	0.000	0.000	204
BG1680	chr1	9164025	9164470	+	0.000	0.000	205
BG1684	chr1	9181920	9183469	+	0.000	0.000	206
BG1692	chr1	9202274	9202917	+	0.000	0.000	207
BG1716	chr1	9281856	9282233	+	0.000	0.000	208
BG1717	chr1	9290229	9290428	+	0.000	0.000	209
BG1721	chr1	9294917	9295622	+	0.000	0.000	210
BG1726	chr1	9322956	9323221	+	0.000	0.000	211
BG1742	chr1	9386261	9386486	+	0.000	0.000	212
BG1743	chr1	9388061	9389129	+	0.000	0.000	213
BG1748	chr1	9437685	9437909	+	0.000	0.000	214
BG1749	chr1	9437913	9438375	+	0.000	0.000	215
BG1751	chr1	9440744	9441467	+	0.000	0.000	216
BG1753	chr1	9441884	9442100	+	0.000	0.000	217
BG1780	chr1	9610399	9610598	+	0.000	0.000	218
BG1786	chr1	9651270	9652593	+	0.000	0.000	219
BG1787	chr1	9687528	9687727	+	0.000	0.000	220
BG1796	chr1	9719166	9719400	+	0.000	0.000	221
BG1809	chr1	9759560	9759877	+	0.000	0.000	222
BG1819	chr1	9784644	9784843	+	0.000	0.000	223
BG1828	chr1	9807534	9808400	+	0.000	0.000	224
BG1875	chr1	10000695	10000951	+	0.000	0.000	225
BG1876	chr1	10001039	10001818	+	0.000	0.000	226
BG1886	chr1	10065049	10065743	+	0.000	0.000	227
BG1890	chr1	10067521	10067720	+	0.000	0.000	228
BG1894	chr1	10083035	10083427	+	0.000	0.000	229
BG185004	chr2	114432089	114432531	+	0.000	0.000	14188
BG185015	chr2	114534392	114534591	+	0.000	0.000	14189
BG185080	chr2	115295048	115295308	+	0.000	0.000	14190
BG185087	chr2	115406019	115406218	+	0.000	0.000	14191
BG1900	chr1	10113165	10113830	+	0.000	0.000	230
BG1902	chr1	10114163	10114588	+	0.000	0.000	231
BG1904	chr1	10127560	10128765	+	0.000	0.000	232
BG1905	chr1	10129281	10129577	+	0.000	0.000	233
BG1909	chr1	10149331	10149530	+	0.000	0.000	234
BG1915	chr1	10173657	10173896	+	0.000	0.000	235
BG1924	chr1	10230785	10231005	+	0.000	0.000	236
BG1926	chr1	10254342	10254544	+	0.000	0.000	237
BG1930	chr1	10267448	10267647	+	0.000	0.000	238
BG1944	chr1	10328628	10328853	+	0.000	0.000	239
BG1946	chr1	10338353	10338929	+	0.000	0.000	240
BG1949	chr1	10339883	10340123	+	0.000	0.000	241
BG1973	chr1	10434669	10434907	+	0.000	0.000	242
BG1979	chr1	10459176	10459599	+	0.000	0.000	243
BG185106	chr2	115529140	115529489	+	0.000	0.000	14192
BG185119	chr2	115651754	115652178	+	0.000	0.000	14193
BG185122	chr2	115683934	115684133	+	0.000	0.000	14194
BG185164	chr2	116520503	116520738	+	0.000	0.000	14195
BG185174	chr2	116609462	116610110	+	0.000	0.000	14196
BG185175	chr2	116613111	116613310	+	0.000	0.000	14197
BG185200	chr2	117085674	117086091	+	0.000	0.000	14198
BG185288	chr2	118047328	118047527	+	0.000	0.000	14199
BG185330	chr2	118774031	118774309	+	0.000	0.000	14200
BG185339	chr2	118845176	118845375	+	0.000	0.000	14201
BG185359	chr2	119157841	119158040	+	0.000	0.000	14202
BG185414	chr2	119490104	119490303	+	0.000	0.000	14203
BG185415	chr2	119490351	119490550	+	0.000	0.000	14204
BG185426	chr2	119599818	119600054	+	0.000	0.000	14205
BG185437	chr2	119671097	119671297	+	0.000	0.000	14206
BG185450	chr2	119715216	119715494	+	0.000	0.000	14207
BG185452	chr2	119722760	119723089	+	0.000	0.000	14208
BG185455	chr2	119732120	119732340	+	0.000	0.000	14209
BG185480	chr2	119796095	119796302	+	0.000	0.000	14210
BG185481	chr2	119809804	119810003	+	0.000	0.000	14211
BG185491	chr2	119837653	119837852	+	0.000	0.000	14212
BG185492	chr2	119837865	119838064	+	0.000	0.000	14213
BG185493	chr2	119838201	119838425	+	0.000	0.000	14214
BG185494	chr2	119852954	119853236	+	0.000	0.000	14215
BG185505	chr2	120042729	120043129	+	0.000	0.000	14216
BG185519	chr2	120279481	120279948	+	0.000	0.000	14217
BG185520	chr2	120286671	120286889	+	0.000	0.000	14218
BG185521	chr2	120286976	120287794	+	0.000	0.000	14219
BG185540	chr2	120354377	120354923	+	0.000	0.000	14220
BG185543	chr2	120385238	120385489	+	0.000	0.000	14221
BG185568	chr2	120566713	120566934	+	0.000	0.000	14222
BG185575	chr2	120588020	120588263	+	0.000	0.000	14223
BG185589	chr2	120675212	120675820	+	0.000	0.000	14224
BG185633	chr2	120894964	120895421	+	0.000	0.000	14225
BG185639	chr2	120920434	120920633	+	0.000	0.000	14226
BG185672	chr2	121137208	121137407	+	0.000	0.000	14227
BG185676	chr2	121177931	121178183	+	0.000	0.000	14228
BG185681	chr2	121205967	121206210	+	0.000	0.000	14229
BG185692	chr2	121297822	121298021	+	0.000	0.000	14230
BG185701	chr2	121360647	121360866	+	0.000	0.000	14231
BG185737	chr2	121480632	121480831	+	0.000	0.000	14232
BG185741	chr2	121489739	121490172	+	0.000	0.000	14233
BG185760	chr2	121542108	121542307	+	0.000	0.000	14234
BG185801	chr2	121775747	121776349	+	0.000	0.000	14235
BG185864	chr2	122343926	122344141	+	0.000	0.000	14236
BG185869	chr2	122477983	122478484	+	0.000	0.000	14237
BG185872	chr2	122480403	122480793	+	0.000	0.000	14238
BG185909	chr2	123074350	123074719	+	0.000	0.000	14239
BG185925	chr2	123380604	123381032	+	0.000	0.000	14240
BG185926	chr2	123381234	123381433	+	0.000	0.000	14241
BG185960	chr2	124052543	124053116	+	0.000	0.000	14242
BG32017	chr1	243884187	243884386	+	0.000	0.000	2607
BG32018	chr1	243884420	243885436	+	0.000	0.000	2608
BG32060	chr1	244063275	244063474	+	0.000	0.000	2609
BG32063	chr1	244065166	244065374	+	0.000	0.000	2610
BG32073	chr1	244093255	244093477	+	0.000	0.000	2611
BG32077	chr1	244114065	244114453	+	0.000	0.000	2612
BG32107	chr1	244242544	244242756	+	0.000	0.000	2613
BG32142	chr1	244430211	244430723	+	0.000	0.000	2614
BG32186	chr1	244778284	244778690	+	0.000	0.000	2615
BG32202	chr1	244921071	244921270	+	0.000	0.000	2616
BG32237	chr1	245197592	245198202	+	0.000	0.000	2617
BG32238	chr1	245210030	245210229	+	0.000	0.000	2618
BG32241	chr1	245220446	245220694	+	0.000	0.000	2619
BG32245	chr1	245258725	245259167	+	0.000	0.000	2620
BG32248	chr1	245267952	245268151	+	0.000	0.000	2621
BG32255	chr1	245334665	245334886	+	0.000	0.000	2622
BG32265	chr1	245375850	245376159	+	0.000	0.000	2623
BG32269	chr1	245420331	245420600	+	0.000	0.000	2624
BG32278	chr1	245478103	245478302	+	0.000	0.000	2625
BG32285	chr1	245585349	245585919	+	0.000	0.000	2626
BG32287	chr1	245598663	245600063	+	0.000	0.000	2627
BG32296	chr1	245680728	245680972	+	0.000	0.000	2628
BG32300	chr1	245754526	245754725	+	0.000	0.000	2629
BG32301	chr1	245765650	245766010	+	0.000	0.000	2630
BG32313	chr1	245836114	245836341	+	0.000	0.000	2631
BG32314	chr1	245858071	245858392	+	0.000	0.000	2632
BG214004	chr21	33667425	33667624	+	0.000	0.000	16173
BG214028	chr21	33802429	33802691	+	0.000	0.000	16174
BG214034	chr21	33812224	33812423	+	0.000	0.000	16175
BG214080	chr21	34111967	34112178	+	0.000	0.000	16176
BG214095	chr21	34243668	34243867	+	0.000	0.000	16177
BG32409	chr1	246567383	246567582	+	0.000	0.000	2633
BG32410	chr1	246573524	246573947	+	0.000	0.000	2634
BG32419	chr1	246608962	246609185	+	0.000	0.000	2635
BG32437	chr1	246696550	246696791	+	0.000	0.000	2636
BG32458	chr1	246810611	246811228	+	0.000	0.000	2637
BG32495	chr1	247172012	247172270	+	0.000	0.000	2638
BG214102	chr21	34274063	34274753	+	0.000	0.000	16178
BG214142	chr21	34579534	34579733	+	0.000	0.000	16179
BG214151	chr21	34599217	34599416	+	0.000	0.000	16180
BG214157	chr21	34605798	34606396	+	0.000	0.000	16181
BG214166	chr21	34630395	34630613	+	0.000	0.000	16182
BG32533	chr1	247420701	247421067	+	0.000	0.000	2639
BG32539	chr1	247448811	247449105	+	0.000	0.000	2640
BG214211	chr21	35047239	35047438	+	0.000	0.000	16183
BG214212	chr21	35048276	35048475	+	0.000	0.000	16184
BG214220	chr21	35103212	35103411	+	0.000	0.000	16185
BG214222	chr21	35206260	35206499	+	0.000	0.000	16186
BG214240	chr21	35461762	35461961	+	0.000	0.000	16187
BG214242	chr21	35478144	35478386	+	0.000	0.000	16188
BG214243	chr21	35478487	35478686	+	0.000	0.000	16189
BG214257	chr21	35657884	35658248	+	0.000	0.000	16190
BG214258	chr21	35658295	35658624	+	0.000	0.000	16191
BG214293	chr21	36069378	36069577	+	0.000	0.000	16192
BG32608	chr1	248751524	248751723	+	0.000	0.000	2641
BG32609	chr1	248751794	248751993	+	0.000	0.000	2642
BG32619	chr1	248826868	248827067	+	0.000	0.000	2643
BG32625	chr1	248857153	248857365	+	0.000	0.000	2644
BG32626	chr1	248857372	248857768	+	0.000	0.000	2645
BG32646	chr10	133820	134019	+	0.000	0.000	2646
BG32648	chr10	142120	143007	+	0.000	0.000	2647
BG32649	chr10	143068	143349	+	0.000	0.000	2648
BG32658	chr10	227115	227336	+	0.000	0.000	2649
BG32659	chr10	228163	228391	+	0.000	0.000	2650
BG32662	chr10	239177	239395	+	0.000	0.000	2651
BG32669	chr10	251514	252547	+	0.000	0.000	2652
BG32688	chr10	324669	324868	+	0.000	0.000	2653
BG214301	chr21	36086676	36086892	+	0.000	0.000	16193
BG214311	chr21	36125818	36126229	+	0.000	0.000	16194
BG214320	chr21	36155641	36155851	+	0.000	0.000	16195
BG214321	chr21	36155978	36156234	+	0.000	0.000	16196
BG214369	chr21	36321632	36321831	+	0.000	0.000	16197
BG214376	chr21	36348290	36348592	+	0.000	0.000	16198
BG32708	chr10	386366	386565	+	0.000	0.000	2654
BG32712	chr10	391882	392081	+	0.000	0.000	2655
BG32737	chr10	484716	484959	+	0.000	0.000	2656
BG32763	chr10	566754	566953	+	0.000	0.000	2657
BG313020	chr6	135358915	135359114	+	0.000	0.000	22308
BG32775	chr10	581997	582261	+	0.000	0.000	2658
BG32782	chr10	606773	606972	+	0.000	0.000	2659
BG32790	chr10	622365	622798	+	0.000	0.000	2660
BG32795	chr10	628453	629057	+	0.000	0.000	2661
BG313093	chr6	135910642	135910841	+	0.000	0.000	22309
BG313094	chr6	135911118	135911317	+	0.000	0.000	22310
BG214414	chr21	36627389	36627691	+	0.000	0.000	16199
BG214424	chr21	36706991	36707190	+	0.000	0.000	16200
BG214425	chr21	36707220	36707442	+	0.000	0.000	16201
BG214431	chr21	36755678	36755915	+	0.000	0.000	16202
BG214432	chr21	36755933	36756163	+	0.000	0.000	16203
BG214433	chr21	36756258	36756569	+	0.000	0.000	16204
BG32811	chr10	661872	662098	+	0.000	0.000	2662
BG32818	chr10	669397	669652	+	0.000	0.000	2663
BG32820	chr10	676226	676500	+	0.000	0.000	2664
BG32823	chr10	680695	680910	+	0.000	0.000	2665
BG32839	chr10	812715	812969	+	0.000	0.000	2666
BG32840	chr10	813051	813332	+	0.000	0.000	2667
BG32841	chr10	813336	813954	+	0.000	0.000	2668
BG32843	chr10	841389	841850	+	0.000	0.000	2669
BG32845	chr10	845424	845808	+	0.000	0.000	2670
BG32854	chr10	898864	899063	+	0.000	0.000	2671
BG313119	chr6	136040103	136040550	+	0.000	0.000	22311
BG313134	chr6	136096948	136097204	+	0.000	0.000	22312
BG32882	chr10	1064159	1064363	+	0.000	0.000	2672
BG313196	chr6	136428987	136429214	+	0.000	0.000	22313
BG214500	chr21	37006195	37007175	+	0.000	0.000	16205
BG214506	chr21	37026895	37027189	+	0.000	0.000	16206
BG214538	chr21	37188888	37189087	+	0.000	0.000	16207
BG214548	chr21	37232897	37233299	+	0.000	0.000	16208
BG214565	chr21	37374847	37375157	+	0.000	0.000	16209
BG214573	chr21	37444755	37444954	+	0.000	0.000	16210
BG214598	chr21	37565779	37565994	+	0.000	0.000	16211
BG32903	chr10	1121612	1121811	+	0.000	0.000	2673
BG32918	chr10	1198792	1199009	+	0.000	0.000	2674
BG32922	chr10	1200459	1201054	+	0.000	0.000	2675
BG32928	chr10	1241910	1242109	+	0.000	0.000	2676
BG32940	chr10	1292941	1293140	+	0.000	0.000	2677
BG32941	chr10	1293170	1294461	+	0.000	0.000	2678
BG32943	chr10	1298257	1298492	+	0.000	0.000	2679
BG32945	chr10	1299436	1299635	+	0.000	0.000	2680
BG313210	chr6	136446455	136446727	+	0.000	0.000	22314
BG313215	chr6	136468015	136468220	+	0.000	0.000	22315
BG32966	chr10	1498730	1499538	+	0.000	0.000	2681
BG32967	chr10	1499574	1500031	+	0.000	0.000	2682
BG32972	chr10	1538799	1538998	+	0.000	0.000	2683
BG313261	chr6	136610251	136610510	+	0.000	0.000	22316
BG214617	chr21	37710519	37710834	+	0.000	0.000	16212
BG214651	chr21	37890506	37890925	+	0.000	0.000	16213
BG214665	chr21	37958004	37958311	+	0.000	0.000	16214
BG214671	chr21	38053285	38053484	+	0.000	0.000	16215
BG214682	chr21	38166263	38166462	+	0.000	0.000	16216
BG214688	chr21	38277510	38277752	+	0.000	0.000	16217
BG313302	chr6	136750721	136750920	+	0.000	0.000	22317
BG313309	chr6	136759004	136759203	+	0.000	0.000	22318
BG313342	chr6	136921994	136922253	+	0.000	0.000	22319
BG313343	chr6	136922274	136922905	+	0.000	0.000	22320
BG313360	chr6	137088150	137088388	+	0.000	0.000	22321
BG313378	chr6	137230650	137230849	+	0.000	0.000	22322
BG313388	chr6	137271895	137272232	+	0.000	0.000	22323
BG214704	chr21	38531710	38531941	+	0.000	0.000	16218
BG214728	chr21	38751696	38751927	+	0.000	0.000	16219
BG214729	chr21	38752189	38752388	+	0.000	0.000	16220
BG214762	chr21	38843368	38844551	+	0.000	0.000	16221
BG214771	chr21	38910382	38910581	+	0.000	0.000	16222
BG214782	chr21	38930320	38930597	+	0.000	0.000	16223
BG214798	chr21	38986868	38987081	+	0.000	0.000	16224
BG313414	chr6	137365780	137366021	+	0.000	0.000	22324
BG313435	chr6	137724906	137725105	+	0.000	0.000	22325
BG313466	chr6	138088293	138088536	+	0.000	0.000	22326
BG214805	chr21	39016983	39017203	+	0.000	0.000	16225
BG214809	chr21	39056841	39057040	+	0.000	0.000	16226
BG214819	chr21	39087812	39088019	+	0.000	0.000	16227
BG214825	chr21	39097646	39098029	+	0.000	0.000	16228
BG214832	chr21	39115719	39115918	+	0.000	0.000	16229
BG214837	chr21	39136228	39136430	+	0.000	0.000	16230
BG214854	chr21	39199105	39199304	+	0.000	0.000	16231
BG214865	chr21	39257609	39257808	+	0.000	0.000	16232
BG214891	chr21	39481994	39482369	+	0.000	0.000	16233
BG313516	chr6	138247078	138247277	+	0.000	0.000	22327
BG313522	chr6	138264334	138264739	+	0.000	0.000	22328
BG313582	chr6	138589702	138589901	+	0.000	0.000	22329
BG313589	chr6	138607948	138608155	+	0.000	0.000	22330
BG214925	chr21	39614875	39615074	+	0.000	0.000	16234
BG214933	chr21	39643376	39643865	+	0.000	0.000	16235
BG214948	chr21	39726232	39726654	+	0.000	0.000	16236
BG214949	chr21	39754455	39755206	+	0.000	0.000	16237
BG214963	chr21	39849130	39849738	+	0.000	0.000	16238
BG214966	chr21	39869277	39869476	+	0.000	0.000	16239
BG214969	chr21	39874820	39875034	+	0.000	0.000	16240
BG214972	chr21	39888125	39888324	+	0.000	0.000	16241
BG313615	chr6	138796309	138796508	+	0.000	0.000	22331
BG313626	chr6	138816765	138816964	+	0.000	0.000	22332
BG313629	chr6	138844758	138845021	+	0.000	0.000	22333
BG313661	chr6	139073129	139073481	+	0.000	0.000	22334
BG313663	chr6	139073708	139073978	+	0.000	0.000	22335
BG313695	chr6	139282790	139283018	+	0.000	0.000	22336
BG313734	chr6	139588402	139588601	+	0.000	0.000	22337
BG313745	chr6	139708683	139708912	+	0.000	0.000	22338
BG313789	chr6	140051017	140051245	+	0.000	0.000	22339
BG313840	chr6	140922018	140922288	+	0.000	0.000	22340
BG313886	chr6	141464972	141465244	+	0.000	0.000	22341
BG313897	chr6	141598620	141598819	+	0.000	0.000	22342
BG313908	chr6	141677670	141677869	+	0.000	0.000	22343
BG313909	chr6	141677933	141678132	+	0.000	0.000	22344
BG313926	chr6	142047760	142047985	+	0.000	0.000	22345
BG313927	chr6	142048006	142048253	+	0.000	0.000	22346
BG313946	chr6	142301370	142302381	+	0.000	0.000	22347
BG313956	chr6	142387572	142387771	+	0.000	0.000	22348
BG313958	chr6	142413553	142414006	+	0.000	0.000	22349
BG313981	chr6	142617723	142618176	+	0.000	0.000	22350
BG85016	chr12	105957063	105957553	+	0.000	0.000	6036
BG85024	chr12	106006511	106006727	+	0.000	0.000	6037
BG85031	chr12	106046558	106046757	+	0.000	0.000	6038
BG85072	chr12	106147551	106147846	+	0.000	0.000	6039
BG85080	chr12	106193837	106194036	+	0.000	0.000	6040
BG85093	chr12	106280474	106280733	+	0.000	0.000	6041
BG85119	chr12	106434596	106435085	+	0.000	0.000	6042
BG85120	chr12	106445729	106445928	+	0.000	0.000	6043
BG85179	chr12	106711685	106711884	+	0.000	0.000	6044
BG85182	chr12	106722951	106723223	+	0.000	0.000	6045
BG85208	chr12	106798405	106798604	+	0.000	0.000	6046
BG85209	chr12	106798831	106799030	+	0.000	0.000	6047
BG85225	chr12	106892169	106892536	+	0.000	0.000	6048
BG85226	chr12	106898359	106898621	+	0.000	0.000	6049
BG85227	chr12	106898650	106898890	+	0.000	0.000	6050
BG85241	chr12	106987400	106987800	+	0.000	0.000	6051
BG85245	chr12	107057046	107057290	+	0.000	0.000	6052
BG85256	chr12	107131476	107131808	+	0.000	0.000	6053
BG85278	chr12	107401449	107401650	+	0.000	0.000	6054
BG85280	chr12	107405213	107405412	+	0.000	0.000	6055
BG85282	chr12	107442010	107442209	+	0.000	0.000	6056
BG85309	chr12	107651767	107652009	+	0.000	0.000	6057
BG85325	chr12	107775296	107775495	+	0.000	0.000	6058
BG85339	chr12	107919037	107919260	+	0.000	0.000	6059
BG85346	chr12	107983349	107983548	+	0.000	0.000	6060
BG85357	chr12	108060115	108060431	+	0.000	0.000	6061
BG85361	chr12	108076878	108077116	+	0.000	0.000	6062
BG85362	chr12	108099166	108099370	+	0.000	0.000	6063
BG267010	chr4	152216702	152216909	+	0.000	0.000	19572
BG267092	chr4	152683484	152683683	+	0.000	0.000	19573
BG85400	chr12	108237377	108237594	+	0.000	0.000	6064
BG85412	chr12	108307159	108307358	+	0.000	0.000	6065
BG85423	chr12	108325009	108325210	+	0.000	0.000	6066
BG85458	chr12	108467434	108467666	+	0.000	0.000	6067
BG85486	chr12	108587489	108588688	+	0.000	0.000	6068
BG267114	chr4	152819616	152820047	+	0.000	0.000	19574
BG267134	chr4	152965674	152965906	+	0.000	0.000	19575
BG85501	chr12	108644250	108644525	+	0.000	0.000	6069
BG85538	chr12	108816763	108816990	+	0.000	0.000	6070
BG85541	chr12	108822052	108822302	+	0.000	0.000	6071
BG85542	chr12	108822448	108822647	+	0.000	0.000	6072
BG85547	chr12	108837965	108838164	+	0.000	0.000	6073
BG85559	chr12	108903679	108903982	+	0.000	0.000	6074
BG85567	chr12	108960108	108960578	+	0.000	0.000	6075
BG85570	chr12	108972830	108973114	+	0.000	0.000	6076
BG85582	chr12	109056680	109058119	+	0.000	0.000	6077
BG85593	chr12	109115435	109116613	+	0.000	0.000	6078
BG85597	chr12	109147990	109148490	+	0.000	0.000	6079
BG267200	chr4	153166539	153167457	+	0.000	0.000	19576
BG267201	chr4	153167547	153167937	+	0.000	0.000	19577
BG267202	chr4	153169193	153169405	+	0.000	0.000	19578
BG267221	chr4	153193528	153193729	+	0.000	0.000	19579
BG267222	chr4	153193770	153194211	+	0.000	0.000	19580
BG267280	chr4	153433607	153434072	+	0.000	0.000	19581
BG267298	chr4	153497238	153497553	+	0.000	0.000	19582
BG85603	chr12	109231939	109233146	+	0.000	0.000	6080
BG85604	chr12	109233157	109233719	+	0.000	0.000	6081
BG85611	chr12	109309562	109310597	+	0.000	0.000	6082
BG85632	chr12	109466956	109467155	+	0.000	0.000	6083
BG85637	chr12	109500454	109500735	+	0.000	0.000	6084
BG85655	chr12	109540002	109541488	+	0.000	0.000	6085
BG85668	chr12	109579951	109580344	+	0.000	0.000	6086
BG85677	chr12	109618411	109618624	+	0.000	0.000	6087
BG85678	chr12	109620895	109621109	+	0.000	0.000	6088
BG267326	chr4	153643476	153643740	+	0.000	0.000	19583
BG267332	chr4	153656448	153656647	+	0.000	0.000	19584
BG267354	chr4	153789791	153790005	+	0.000	0.000	19585
BG267365	chr4	153904991	153906264	+	0.000	0.000	19586
BG267374	chr4	153989536	153989845	+	0.000	0.000	19587
BG267384	chr4	154031154	154031424	+	0.000	0.000	19588
BG267388	chr4	154039701	154039900	+	0.000	0.000	19589
BG267389	chr4	154041581	154042100	+	0.000	0.000	19590
BG85702	chr12	109719430	109719656	+	0.000	0.000	6089
BG85703	chr12	109719787	109720010	+	0.000	0.000	6090
BG85704	chr12	109720046	109720532	+	0.000	0.000	6091
BG85705	chr12	109720581	109720780	+	0.000	0.000	6092
BG85755	chr12	109878266	109878497	+	0.000	0.000	6093
BG85757	chr12	109880911	109881124	+	0.000	0.000	6094
BG85774	chr12	109996543	109996769	+	0.000	0.000	6095
BG85777	chr12	110000013	110000225	+	0.000	0.000	6096
BG366037	chr9	73064953	73065805	+	0.000	0.000	25565
BG85783	chr12	110011876	110012124	+	0.000	0.000	6097
BG366042	chr9	73074012	73074243	+	0.000	0.000	25566
BG366043	chr9	73078201	73078400	+	0.000	0.000	25567
BG85797	chr12	110047562	110047761	+	0.000	0.000	6098
BG366066	chr9	73201955	73202159	+	0.000	0.000	25568
BG366067	chr9	73217267	73217691	+	0.000	0.000	25569
BG366068	chr9	73217695	73218065	+	0.000	0.000	25570
BG366070	chr9	73222985	73223219	+	0.000	0.000	25571
BG366076	chr9	73264285	73264547	+	0.000	0.000	25572
BG366079	chr9	73265462	73266152	+	0.000	0.000	25573
BG267447	chr4	154619083	154619282	+	0.000	0.000	19591
BG267495	chr4	155059985	155060184	+	0.000	0.000	19592
BG267496	chr4	155060269	155060468	+	0.000	0.000	19593
BG267497	chr4	155060502	155060701	+	0.000	0.000	19594
BG85827	chr12	110256757	110256956	+	0.000	0.000	6099
BG85828	chr12	110257020	110257219	+	0.000	0.000	6100
BG85829	chr12	110261814	110263063	+	0.000	0.000	6101
BG85833	chr12	110314451	110314747	+	0.000	0.000	6102
BG85846	chr12	110358486	110358701	+	0.000	0.000	6103
BG85854	chr12	110395508	110396194	+	0.000	0.000	6104
BG85859	chr12	110422324	110422570	+	0.000	0.000	6105
BG366124	chr9	74133123	74133927	+	0.000	0.000	25574
BG85878	chr12	110552094	110552345	+	0.000	0.000	6106
BG85879	chr12	110552366	110552613	+	0.000	0.000	6107
BG366136	chr9	74357343	74357570	+	0.000	0.000	25575
BG366141	chr9	74423410	74423638	+	0.000	0.000	25576
BG366158	chr9	74526298	74526765	+	0.000	0.000	25577
BG366169	chr9	74630291	74630498	+	0.000	0.000	25578
BG366172	chr9	74647137	74647336	+	0.000	0.000	25579
BG366186	chr9	74735858	74736057	+	0.000	0.000	25580
BG267515	chr4	155162005	155162222	+	0.000	0.000	19595
BG267540	chr4	155495445	155495918	+	0.000	0.000	19596
BG267545	chr4	155497377	155497608	+	0.000	0.000	19597
BG267552	chr4	155512091	155512290	+	0.000	0.000	19598
BG267553	chr4	155512314	155512513	+	0.000	0.000	19599
BG267576	chr4	155582135	155582370	+	0.000	0.000	19600
BG267579	chr4	155591412	155591611	+	0.000	0.000	19601
BG267587	chr4	155623362	155623628	+	0.000	0.000	19602
BG267588	chr4	155623668	155623881	+	0.000	0.000	19603
BG267589	chr4	155628253	155628758	+	0.000	0.000	19604
BG85912	chr12	110694116	110694315	+	0.000	0.000	6108
BG85920	chr12	110733572	110733791	+	0.000	0.000	6109
BG85938	chr12	110921351	110921572	+	0.000	0.000	6110
BG85941	chr12	110941134	110941375	+	0.000	0.000	6111
BG85948	chr12	111024247	111024498	+	0.000	0.000	6112
BG85950	chr12	111034602	111034801	+	0.000	0.000	6113
BG85953	chr12	111099989	111100381	+	0.000	0.000	6114
BG366235	chr9	75110141	75110362	+	0.000	0.000	25581
BG366248	chr9	75133241	75133465	+	0.000	0.000	25582
BG366275	chr9	75455425	75455624	+	0.000	0.000	25583
BG366280	chr9	75488347	75488984	+	0.000	0.000	25584
BG366281	chr9	75488998	75489197	+	0.000	0.000	25585
BG366287	chr9	75539601	75539988	+	0.000	0.000	25586
BG366289	chr9	75546778	75546991	+	0.000	0.000	25587
BG267620	chr4	155778799	155779355	+	0.000	0.000	19605
BG267631	chr4	155810650	155810849	+	0.000	0.000	19606
BG267635	chr4	155907242	155907441	+	0.000	0.000	19607
BG267644	chr4	155971747	155972399	+	0.000	0.000	19608
BG267649	chr4	155983966	155984404	+	0.000	0.000	19609
BG267692	chr4	156313932	156314131	+	0.000	0.000	19610
BG267694	chr4	156352667	156353403	+	0.000	0.000	19611
BG133002	chr16	56767502	56768010	+	0.000	0.000	9670
BG133022	chr16	56836422	56836669	+	0.000	0.000	9671
BG133037	chr16	56913187	56913386	+	0.000	0.000	9672
BG133039	chr16	56933388	56933587	+	0.000	0.000	9673
BG133040	chr16	56937047	56937247	+	0.000	0.000	9674
BG133043	chr16	56947622	56947858	+	0.000	0.000	9675
BG133071	chr16	57113047	57113287	+	0.000	0.000	9676
BG133079	chr16	57132437	57132636	+	0.000	0.000	9677
BG133093	chr16	57169240	57170139	+	0.000	0.000	9678
BG366307	chr9	75754238	75754445	+	0.000	0.000	25588
BG366309	chr9	75833683	75834101	+	0.000	0.000	25589
BG366341	chr9	76066959	76067196	+	0.000	0.000	25590
BG366344	chr9	76082372	76082728	+	0.000	0.000	25591
BG366358	chr9	76257728	76257927	+	0.000	0.000	25592
BG366377	chr9	76419877	76420096	+	0.000	0.000	25593
BG267727	chr4	156646405	156646661	+	0.000	0.000	19612
BG133101	chr16	57194633	57194968	+	0.000	0.000	9679
BG133115	chr16	57265850	57266049	+	0.000	0.000	9680
BG133116	chr16	57266094	57266350	+	0.000	0.000	9681
BG133120	chr16	57277727	57278459	+	0.000	0.000	9682
BG133121	chr16	57278530	57279385	+	0.000	0.000	9683
BG133130	chr16	57305599	57305833	+	0.000	0.000	9684
BG133133	chr16	57310930	57311328	+	0.000	0.000	9685
BG133169	chr16	57530098	57530311	+	0.000	0.000	9686
BG133183	chr16	57624296	57625143	+	0.000	0.000	9687
BG133187	chr16	57631457	57631845	+	0.000	0.000	9688
BG133195	chr16	57648326	57648545	+	0.000	0.000	9689
BG366413	chr9	76643816	76644034	+	0.000	0.000	25594
BG366449	chr9	76772586	76772785	+	0.000	0.000	25595
BG366471	chr9	76892883	76893321	+	0.000	0.000	25596
BG366472	chr9	76893353	76893632	+	0.000	0.000	25597
BG267829	chr4	157345619	157345818	+	0.000	0.000	19613
