#Name (cmd = mergePeaks pr.diff_pd_hipp_lrrk_vs_lopd/bg.clean.pos pr.diff_pd_hipp_lrrk_vs_lopd/target.clean..pos -d 200 -cobound 1 -prefix pr.diff_pd_hipp_lrrk_vs_lopd/0.241936496765451.2.tmp)	chr	start	end	strand	stat	stat2	pr.diff_pd_hipp_lrrk_vs_lopd/target.clean..pos
BG141337	chr17	21523027	21523394	+	0.000	0.000	10669
BG141344	chr17	21540063	21540811	+	0.000	0.000	10670
BG141350	chr17	21546096	21546322	+	0.000	0.000	10671
BG141356	chr17	21647882	21648696	+	0.000	0.000	10672
BG141373	chr17	27202947	27203297	+	0.000	0.000	10673
BG141385	chr17	27245628	27246166	+	0.000	0.000	10674
BG141389	chr17	27299749	27299964	+	0.000	0.000	10675
BG374604	chr9	129420900	129421099	+	0.000	0.000	26437
BG374628	chr9	129542472	129543240	+	0.000	0.000	26438
BG374633	chr9	129561673	129562470	+	0.000	0.000	26439
BG374634	chr9	129567393	129567592	+	0.000	0.000	26440
BG141413	chr17	27458295	27458519	+	0.000	0.000	10676
BG141416	chr17	27466710	27466909	+	0.000	0.000	10677
BG141429	chr17	27511164	27511363	+	0.000	0.000	10678
BG141432	chr17	27512180	27512379	+	0.000	0.000	10679
BG141435	chr17	27519492	27519737	+	0.000	0.000	10680
BG141436	chr17	27519754	27520130	+	0.000	0.000	10681
BG141443	chr17	27532349	27533005	+	0.000	0.000	10682
BG141453	chr17	27560783	27560982	+	0.000	0.000	10683
BG141465	chr17	27609297	27609496	+	0.000	0.000	10684
BG141474	chr17	27644373	27644572	+	0.000	0.000	10685
BG141475	chr17	27644720	27644919	+	0.000	0.000	10686
BG141477	chr17	27649359	27649887	+	0.000	0.000	10687
BG141479	chr17	27651299	27651726	+	0.000	0.000	10688
BG141493	chr17	27778274	27778576	+	0.000	0.000	10689
BG374702	chr9	129891970	129892169	+	0.000	0.000	26441
BG374705	chr9	129894488	129894762	+	0.000	0.000	26442
BG374712	chr9	129923714	129924127	+	0.000	0.000	26443
BG374728	chr9	129956289	129956488	+	0.000	0.000	26444
BG374732	chr9	129963357	129964144	+	0.000	0.000	26445
BG374737	chr9	129982084	129982283	+	0.000	0.000	26446
BG374738	chr9	129990448	129990647	+	0.000	0.000	26447
BG374746	chr9	130002404	130002628	+	0.000	0.000	26448
BG374748	chr9	130010083	130010282	+	0.000	0.000	26449
BG374785	chr9	130156715	130156964	+	0.000	0.000	26450
BG141505	chr17	27863282	27863537	+	0.000	0.000	10690
BG141512	chr17	27887816	27888015	+	0.000	0.000	10691
BG141527	chr17	27946850	27947401	+	0.000	0.000	10692
BG141537	chr17	27980173	27980379	+	0.000	0.000	10693
BG141541	chr17	27991010	27991422	+	0.000	0.000	10694
BG141542	chr17	27992963	27993162	+	0.000	0.000	10695
BG141543	chr17	27993169	27993660	+	0.000	0.000	10696
BG141544	chr17	27993669	27995297	+	0.000	0.000	10697
BG141561	chr17	28047894	28048111	+	0.000	0.000	10698
BG141562	chr17	28048139	28048342	+	0.000	0.000	10699
BG141587	chr17	28170759	28170985	+	0.000	0.000	10700
BG141590	chr17	28178693	28179201	+	0.000	0.000	10701
BG141596	chr17	28211212	28212479	+	0.000	0.000	10702
BG141598	chr17	28226989	28228919	+	0.000	0.000	10703
BG374824	chr9	130286990	130287228	+	0.000	0.000	26451
BG374834	chr9	130432930	130433954	+	0.000	0.000	26452
BG374872	chr9	130692397	130692633	+	0.000	0.000	26453
BG141606	chr17	28282480	28282991	+	0.000	0.000	10704
BG141631	chr17	28420468	28420731	+	0.000	0.000	10705
BG141633	chr17	28471437	28471641	+	0.000	0.000	10706
BG141642	chr17	28554612	28554831	+	0.000	0.000	10707
BG141651	chr17	28577118	28577562	+	0.000	0.000	10708
BG141658	chr17	28614810	28615131	+	0.000	0.000	10709
BG141660	chr17	28624101	28624426	+	0.000	0.000	10710
BG141670	chr17	28667959	28668288	+	0.000	0.000	10711
BG141680	chr17	28720360	28720559	+	0.000	0.000	10712
BG141687	chr17	28745523	28745778	+	0.000	0.000	10713
BG141689	chr17	28746993	28747192	+	0.000	0.000	10714
BG141690	chr17	28747197	28747744	+	0.000	0.000	10715
BG374912	chr9	130860823	130861284	+	0.000	0.000	26454
BG374925	chr9	130893433	130893638	+	0.000	0.000	26455
BG374946	chr9	131008932	131009181	+	0.000	0.000	26456
BG374961	chr9	131077275	131077474	+	0.000	0.000	26457
BG374962	chr9	131094668	131094885	+	0.000	0.000	26458
BG374964	chr9	131105144	131105476	+	0.000	0.000	26459
BG374966	chr9	131107528	131107727	+	0.000	0.000	26460
BG374967	chr9	131107853	131108102	+	0.000	0.000	26461
BG374968	chr9	131111270	131112889	+	0.000	0.000	26462
BG374969	chr9	131116724	131117104	+	0.000	0.000	26463
BG374970	chr9	131117164	131117494	+	0.000	0.000	26464
BG374972	chr9	131166558	131166757	+	0.000	0.000	26465
BG374985	chr9	131252602	131252829	+	0.000	0.000	26466
BG374988	chr9	131264240	131264671	+	0.000	0.000	26467
BG141702	chr17	28819342	28819601	+	0.000	0.000	10716
BG141712	chr17	28875936	28876504	+	0.000	0.000	10717
BG141748	chr17	28973444	28973643	+	0.000	0.000	10718
BG141767	chr17	29042421	29042634	+	0.000	0.000	10719
BG141784	chr17	29076741	29076985	+	0.000	0.000	10720
BG141794	chr17	29100165	29100383	+	0.000	0.000	10721
BG141796	chr17	29110479	29110686	+	0.000	0.000	10722
BG141813	chr17	29151391	29151826	+	0.000	0.000	10723
BG141814	chr17	29154421	29154963	+	0.000	0.000	10724
BG141833	chr17	29214312	29214511	+	0.000	0.000	10725
BG141837	chr17	29228671	29229102	+	0.000	0.000	10726
BG141870	chr17	29444929	29445501	+	0.000	0.000	10727
BG141872	chr17	29460434	29460633	+	0.000	0.000	10728
BG141880	chr17	29524791	29525010	+	0.000	0.000	10729
BG141884	chr17	29534506	29534705	+	0.000	0.000	10730
BG141887	chr17	29566454	29566901	+	0.000	0.000	10731
BG141898	chr17	29582503	29583128	+	0.000	0.000	10732
BG141900	chr17	29584077	29584807	+	0.000	0.000	10733
BG141901	chr17	29586819	29587018	+	0.000	0.000	10734
BG141939	chr17	29721021	29721228	+	0.000	0.000	10735
BG141940	chr17	29721233	29721457	+	0.000	0.000	10736
BG141941	chr17	29721463	29721678	+	0.000	0.000	10737
BG141949	chr17	29744921	29745161	+	0.000	0.000	10738
BG141967	chr17	29868280	29868511	+	0.000	0.000	10739
BG141970	chr17	29870547	29870804	+	0.000	0.000	10740
BG141971	chr17	29870825	29871075	+	0.000	0.000	10741
BG141981	chr17	29977954	29978224	+	0.000	0.000	10742
BG141984	chr17	30021797	30022025	+	0.000	0.000	10743
BG141994	chr17	30160970	30161517	+	0.000	0.000	10744
BG141998	chr17	30191473	30191766	+	0.000	0.000	10745
BG159019	chr18	63342269	63342498	+	0.000	0.000	12057
BG159062	chr18	63824032	63824260	+	0.000	0.000	12058
BG159067	chr18	63844306	63844541	+	0.000	0.000	12059
BG159069	chr18	63848506	63848705	+	0.000	0.000	12060
BG159071	chr18	63869705	63869907	+	0.000	0.000	12061
BG159074	chr18	63890977	63891221	+	0.000	0.000	12062
BG159090	chr18	64028043	64028275	+	0.000	0.000	12063
BG159094	chr18	64083956	64084268	+	0.000	0.000	12064
BG159099	chr18	64127901	64128522	+	0.000	0.000	12065
BG159100	chr18	64132673	64132872	+	0.000	0.000	12066
BG159102	chr18	64133327	64133526	+	0.000	0.000	12067
BG159113	chr18	64168564	64168775	+	0.000	0.000	12068
BG159114	chr18	64168910	64169130	+	0.000	0.000	12069
BG159124	chr18	64201501	64201739	+	0.000	0.000	12070
BG159148	chr18	64334751	64334984	+	0.000	0.000	12071
BG159162	chr18	64662673	64662872	+	0.000	0.000	12072
BG159205	chr18	65347516	65347715	+	0.000	0.000	12073
BG159209	chr18	65354218	65354480	+	0.000	0.000	12074
BG159229	chr18	65508473	65508721	+	0.000	0.000	12075
BG159252	chr18	65777532	65777731	+	0.000	0.000	12076
BG159255	chr18	65804448	65804668	+	0.000	0.000	12077
BG159267	chr18	65955272	65955544	+	0.000	0.000	12078
BG159352	chr18	66754452	66754685	+	0.000	0.000	12079
BG159353	chr18	66758800	66759006	+	0.000	0.000	12080
BG159355	chr18	66764581	66764780	+	0.000	0.000	12081
BG159401	chr18	67463901	67464873	+	0.000	0.000	12082
BG159409	chr18	67493847	67494233	+	0.000	0.000	12083
BG159472	chr18	68306998	68307362	+	0.000	0.000	12084
BG159488	chr18	68413631	68413830	+	0.000	0.000	12085
BG159524	chr18	68589190	68589490	+	0.000	0.000	12086
BG159526	chr18	68590109	68590371	+	0.000	0.000	12087
BG159542	chr18	68705510	68705709	+	0.000	0.000	12088
BG159544	chr18	68713929	68714128	+	0.000	0.000	12089
BG159563	chr18	68825153	68825352	+	0.000	0.000	12090
BG159573	chr18	68897370	68897630	+	0.000	0.000	12091
BG159579	chr18	68972025	68972224	+	0.000	0.000	12092
BG159581	chr18	68991070	68992086	+	0.000	0.000	12093
BG159584	chr18	69020662	69020868	+	0.000	0.000	12094
BG159602	chr18	69162116	69162315	+	0.000	0.000	12095
BG159603	chr18	69162354	69162553	+	0.000	0.000	12096
BG159632	chr18	69559211	69559410	+	0.000	0.000	12097
BG159643	chr18	69721521	69721748	+	0.000	0.000	12098
BG159659	chr18	69781185	69781400	+	0.000	0.000	12099
BG159669	chr18	69907989	69908188	+	0.000	0.000	12100
BG159682	chr18	69996987	69997610	+	0.000	0.000	12101
BG159683	chr18	69997635	69997959	+	0.000	0.000	12102
BG194020	chr2	186734071	186734270	+	0.000	0.000	14681
BG194029	chr2	186781008	186781222	+	0.000	0.000	14682
BG194034	chr2	186855799	186856017	+	0.000	0.000	14683
BG194037	chr2	186903246	186903469	+	0.000	0.000	14684
BG159714	chr18	70138337	70138536	+	0.000	0.000	12103
BG159730	chr18	70187830	70188488	+	0.000	0.000	12104
BG159740	chr18	70243500	70243792	+	0.000	0.000	12105
BG159747	chr18	70276623	70276822	+	0.000	0.000	12106
BG159750	chr18	70277331	70277530	+	0.000	0.000	12107
BG194099	chr2	187435901	187436129	+	0.000	0.000	14685
BG194103	chr2	187447517	187447743	+	0.000	0.000	14686
BG194142	chr2	187990214	187990555	+	0.000	0.000	14687
BG194149	chr2	188046465	188046668	+	0.000	0.000	14688
BG159822	chr18	70623719	70623918	+	0.000	0.000	12108
BG194167	chr2	188146506	188147465	+	0.000	0.000	14689
BG159836	chr18	70840843	70841042	+	0.000	0.000	12109
BG194170	chr2	188196402	188197136	+	0.000	0.000	14690
BG194178	chr2	188268324	188268790	+	0.000	0.000	14691
BG159880	chr18	71526369	71526601	+	0.000	0.000	12110
BG159882	chr18	71578040	71578320	+	0.000	0.000	12111
BG159896	chr18	71832897	71833329	+	0.000	0.000	12112
BG194219	chr2	188604672	188604905	+	0.000	0.000	14692
BG194222	chr2	188606681	188606880	+	0.000	0.000	14693
BG194230	chr2	188704425	188704628	+	0.000	0.000	14694
BG194252	chr2	188983841	188984040	+	0.000	0.000	14695
BG159937	chr18	72258303	72258543	+	0.000	0.000	12113
BG159948	chr18	72529997	72530196	+	0.000	0.000	12114
BG159958	chr18	72555620	72555963	+	0.000	0.000	12115
BG159965	chr18	72602441	72602659	+	0.000	0.000	12116
BG159999	chr18	72781459	72781658	+	0.000	0.000	12117
BG194320	chr2	189337614	189337997	+	0.000	0.000	14696
BG194328	chr2	189407230	189407492	+	0.000	0.000	14697
BG194406	chr2	190140116	190140315	+	0.000	0.000	14698
BG194450	chr2	190402278	190402477	+	0.000	0.000	14699
BG194500	chr2	190562192	190562453	+	0.000	0.000	14700
BG194552	chr2	190741568	190742115	+	0.000	0.000	14701
BG194594	chr2	190961505	190961714	+	0.000	0.000	14702
BG194603	chr2	191000082	191000311	+	0.000	0.000	14703
BG194604	chr2	191000351	191000601	+	0.000	0.000	14704
BG194640	chr2	191304968	191305348	+	0.000	0.000	14705
BG194660	chr2	191430590	191430789	+	0.000	0.000	14706
BG194671	chr2	191488113	191488312	+	0.000	0.000	14707
BG194672	chr2	191500154	191500353	+	0.000	0.000	14708
BG194720	chr2	191860834	191861494	+	0.000	0.000	14709
BG194772	chr2	192108584	192108783	+	0.000	0.000	14710
BG194842	chr2	192359554	192359753	+	0.000	0.000	14711
BG194843	chr2	192370219	192370418	+	0.000	0.000	14712
BG194862	chr2	192994241	192994606	+	0.000	0.000	14713
BG194883	chr2	193678865	193679100	+	0.000	0.000	14714
BG194934	chr2	194363227	194363669	+	0.000	0.000	14715
BG194995	chr2	195171081	195171306	+	0.000	0.000	14716
BG41063	chr10	65765592	65765925	+	0.000	0.000	3164
BG41088	chr10	66252873	66253415	+	0.000	0.000	3165
BG41090	chr10	66294245	66294784	+	0.000	0.000	3166
BG41113	chr10	66627268	66627489	+	0.000	0.000	3167
BG41115	chr10	66747661	66747872	+	0.000	0.000	3168
BG41133	chr10	66917196	66917433	+	0.000	0.000	3169
BG41167	chr10	66999459	66999660	+	0.000	0.000	3170
BG41172	chr10	67016113	67016312	+	0.000	0.000	3171
BG41185	chr10	67052097	67052394	+	0.000	0.000	3172
BG41190	chr10	67062530	67062818	+	0.000	0.000	3173
BG41191	chr10	67069907	67070727	+	0.000	0.000	3174
BG41195	chr10	67080180	67080379	+	0.000	0.000	3175
BG41201	chr10	67111877	67112115	+	0.000	0.000	3176
BG41204	chr10	67113259	67113767	+	0.000	0.000	3177
BG41205	chr10	67113862	67114066	+	0.000	0.000	3178
BG41238	chr10	67489572	67489771	+	0.000	0.000	3179
BG41244	chr10	67607565	67607805	+	0.000	0.000	3180
BG41245	chr10	67609231	67609708	+	0.000	0.000	3181
BG41253	chr10	67650883	67651093	+	0.000	0.000	3182
BG41260	chr10	67665826	67666075	+	0.000	0.000	3183
BG41262	chr10	67668510	67668724	+	0.000	0.000	3184
BG41265	chr10	67676523	67677195	+	0.000	0.000	3185
BG41268	chr10	67696050	67696284	+	0.000	0.000	3186
BG41285	chr10	67800451	67800650	+	0.000	0.000	3187
BG41286	chr10	67800775	67800974	+	0.000	0.000	3188
BG41293	chr10	67816828	67817046	+	0.000	0.000	3189
BG41323	chr10	68067301	68067542	+	0.000	0.000	3190
BG41327	chr10	68083127	68084960	+	0.000	0.000	3191
BG41329	chr10	68089030	68089236	+	0.000	0.000	3192
BG41332	chr10	68097250	68097486	+	0.000	0.000	3193
BG41337	chr10	68136231	68136481	+	0.000	0.000	3194
BG41346	chr10	68176389	68176588	+	0.000	0.000	3195
BG41358	chr10	68261249	68261482	+	0.000	0.000	3196
BG41362	chr10	68271002	68271426	+	0.000	0.000	3197
BG41366	chr10	68330227	68330463	+	0.000	0.000	3198
BG41381	chr10	68456211	68456515	+	0.000	0.000	3199
BG41396	chr10	68647201	68647645	+	0.000	0.000	3200
BG223002	chr3	4748205	4748404	+	0.000	0.000	17048
BG223034	chr3	4849813	4850012	+	0.000	0.000	17049
BG223054	chr3	4963766	4963982	+	0.000	0.000	17050
BG223071	chr3	5037659	5038038	+	0.000	0.000	17051
BG223075	chr3	5051780	5052200	+	0.000	0.000	17052
BG41410	chr10	68765109	68765364	+	0.000	0.000	3201
BG41421	chr10	68876351	68876951	+	0.000	0.000	3202
BG41425	chr10	68924266	68924680	+	0.000	0.000	3203
BG41431	chr10	68977461	68977687	+	0.000	0.000	3204
BG41495	chr10	69449865	69450516	+	0.000	0.000	3205
BG223108	chr3	5213165	5213488	+	0.000	0.000	17053
BG223120	chr3	5254471	5254694	+	0.000	0.000	17054
BG223157	chr3	5572198	5573030	+	0.000	0.000	17055
BG223167	chr3	5891977	5892176	+	0.000	0.000	17056
BG223173	chr3	6045235	6045696	+	0.000	0.000	17057
BG41504	chr10	69474400	69474684	+	0.000	0.000	3206
BG41511	chr10	69492153	69493053	+	0.000	0.000	3207
BG41512	chr10	69494086	69494285	+	0.000	0.000	3208
BG41515	chr10	69497229	69497470	+	0.000	0.000	3209
BG41527	chr10	69617628	69617912	+	0.000	0.000	3210
BG41559	chr10	69730276	69730521	+	0.000	0.000	3211
BG41573	chr10	69792721	69792933	+	0.000	0.000	3212
BG41576	chr10	69801545	69802245	+	0.000	0.000	3213
BG41578	chr10	69802650	69803124	+	0.000	0.000	3214
BG41585	chr10	69836017	69836406	+	0.000	0.000	3215
BG41586	chr10	69836578	69836777	+	0.000	0.000	3216
BG41587	chr10	69846750	69846949	+	0.000	0.000	3217
BG41588	chr10	69854847	69855046	+	0.000	0.000	3218
BG223201	chr3	6911939	6912138	+	0.000	0.000	17058
BG223216	chr3	7041189	7041388	+	0.000	0.000	17059
BG223221	chr3	7107523	7107846	+	0.000	0.000	17060
BG223247	chr3	7272226	7272471	+	0.000	0.000	17061
BG223259	chr3	7392153	7392497	+	0.000	0.000	17062
BG223267	chr3	7417751	7418026	+	0.000	0.000	17063
BG223292	chr3	7573296	7573970	+	0.000	0.000	17064
BG223294	chr3	7575035	7575294	+	0.000	0.000	17065
BG223297	chr3	7605740	7605939	+	0.000	0.000	17066
BG41618	chr10	70090113	70090312	+	0.000	0.000	3219
BG41624	chr10	70170777	70171147	+	0.000	0.000	3220
BG41637	chr10	70272330	70272529	+	0.000	0.000	3221
BG41640	chr10	70274495	70274976	+	0.000	0.000	3222
BG41642	chr10	70276089	70276478	+	0.000	0.000	3223
BG41649	chr10	70296596	70296795	+	0.000	0.000	3224
BG41653	chr10	70319062	70319640	+	0.000	0.000	3225
BG41655	chr10	70320376	70321089	+	0.000	0.000	3226
BG223306	chr3	7667351	7667550	+	0.000	0.000	17067
BG223372	chr3	8150880	8151098	+	0.000	0.000	17068
BG223387	chr3	8273532	8273965	+	0.000	0.000	17069
BG41701	chr10	70528458	70528861	+	0.000	0.000	3227
BG41704	chr10	70536463	70536680	+	0.000	0.000	3228
BG41709	chr10	70560827	70561026	+	0.000	0.000	3229
BG41716	chr10	70589903	70590142	+	0.000	0.000	3230
BG41723	chr10	70656593	70656810	+	0.000	0.000	3231
BG41724	chr10	70660854	70661673	+	0.000	0.000	3232
BG41725	chr10	70662457	70662661	+	0.000	0.000	3233
BG41729	chr10	70670546	70670780	+	0.000	0.000	3234
BG41738	chr10	70714017	70714286	+	0.000	0.000	3235
BG41739	chr10	70714303	70714697	+	0.000	0.000	3236
BG41742	chr10	70726382	70727651	+	0.000	0.000	3237
BG41744	chr10	70761353	70761588	+	0.000	0.000	3238
BG41748	chr10	70814463	70814662	+	0.000	0.000	3239
BG41754	chr10	70834962	70835296	+	0.000	0.000	3240
BG41758	chr10	70845604	70845803	+	0.000	0.000	3241
BG322010	chr7	21497199	21497398	+	0.000	0.000	23048
BG41765	chr10	70888425	70888772	+	0.000	0.000	3242
BG322031	chr7	21690817	21691016	+	0.000	0.000	23049
BG41782	chr10	71068821	71069491	+	0.000	0.000	3243
BG41784	chr10	71076133	71076363	+	0.000	0.000	3244
BG41786	chr10	71088066	71088303	+	0.000	0.000	3245
BG41795	chr10	71222762	71222961	+	0.000	0.000	3246
BG322054	chr7	21911260	21911484	+	0.000	0.000	23050
BG322055	chr7	21911501	21911895	+	0.000	0.000	23051
BG322093	chr7	22119061	22119265	+	0.000	0.000	23052
BG223404	chr3	8400596	8400795	+	0.000	0.000	17070
BG223405	chr3	8401002	8401615	+	0.000	0.000	17071
BG223463	chr3	8664299	8664498	+	0.000	0.000	17072
BG41800	chr10	71229206	71229747	+	0.000	0.000	3247
BG41801	chr10	71229782	71229996	+	0.000	0.000	3248
BG41802	chr10	71231239	71231438	+	0.000	0.000	3249
BG41803	chr10	71231445	71231644	+	0.000	0.000	3250
BG41805	chr10	71234742	71235171	+	0.000	0.000	3251
BG41809	chr10	71255710	71256069	+	0.000	0.000	3252
BG41822	chr10	71278916	71279541	+	0.000	0.000	3253
BG41837	chr10	71337362	71337816	+	0.000	0.000	3254
BG41854	chr10	71372470	71372868	+	0.000	0.000	3255
BG322111	chr7	22154194	22154678	+	0.000	0.000	23053
BG41864	chr10	71389789	71390833	+	0.000	0.000	3256
BG41865	chr10	71390872	71391951	+	0.000	0.000	3257
BG41872	chr10	71462141	71462340	+	0.000	0.000	3258
BG41879	chr10	71486347	71487098	+	0.000	0.000	3259
BG41883	chr10	71517211	71517415	+	0.000	0.000	3260
BG41885	chr10	71517865	71518133	+	0.000	0.000	3261
BG41893	chr10	71548514	71548733	+	0.000	0.000	3262
BG41898	chr10	71580800	71582084	+	0.000	0.000	3263
BG41899	chr10	71582099	71582331	+	0.000	0.000	3264
BG322164	chr7	22292065	22292548	+	0.000	0.000	23054
BG322177	chr7	22319529	22319836	+	0.000	0.000	23055
BG322182	chr7	22332171	22332370	+	0.000	0.000	23056
BG322184	chr7	22333579	22333778	+	0.000	0.000	23057
BG322191	chr7	22343731	22343930	+	0.000	0.000	23058
BG223519	chr3	9022184	9022383	+	0.000	0.000	17073
BG223575	chr3	9168319	9168518	+	0.000	0.000	17074
BG223578	chr3	9179909	9180108	+	0.000	0.000	17075
BG223585	chr3	9190262	9190461	+	0.000	0.000	17076
BG223595	chr3	9211650	9211849	+	0.000	0.000	17077
BG41903	chr10	71597435	71597763	+	0.000	0.000	3265
BG41930	chr10	71684337	71684856	+	0.000	0.000	3266
BG41940	chr10	71736058	71736257	+	0.000	0.000	3267
BG41951	chr10	71757861	71758111	+	0.000	0.000	3268
BG322215	chr7	22381817	22382042	+	0.000	0.000	23059
BG41966	chr10	71824848	71825068	+	0.000	0.000	3269
BG41969	chr10	71834300	71834499	+	0.000	0.000	3270
BG322224	chr7	22397997	22398202	+	0.000	0.000	23060
BG41988	chr10	71873678	71873892	+	0.000	0.000	3271
BG322247	chr7	22470455	22470704	+	0.000	0.000	23061
BG41992	chr10	71880474	71880721	+	0.000	0.000	3272
BG322259	chr7	22522168	22522367	+	0.000	0.000	23062
BG322294	chr7	22727528	22727908	+	0.000	0.000	23063
BG223640	chr3	9476740	9476959	+	0.000	0.000	17078
BG223646	chr3	9500337	9500536	+	0.000	0.000	17079
BG223647	chr3	9500595	9500820	+	0.000	0.000	17080
BG223651	chr3	9552604	9552845	+	0.000	0.000	17081
BG223657	chr3	9676336	9676562	+	0.000	0.000	17082
BG223675	chr3	9704915	9705251	+	0.000	0.000	17083
BG223681	chr3	9721398	9721853	+	0.000	0.000	17084
BG223697	chr3	9779759	9780010	+	0.000	0.000	17085
BG322333	chr7	23018490	23018689	+	0.000	0.000	23064
BG322334	chr7	23018860	23019098	+	0.000	0.000	23065
BG322388	chr7	23506364	23506707	+	0.000	0.000	23066
BG223762	chr3	10170694	10170893	+	0.000	0.000	17086
BG223763	chr3	10170944	10171185	+	0.000	0.000	17087
BG223775	chr3	10198753	10198952	+	0.000	0.000	17088
BG223779	chr3	10224677	10225622	+	0.000	0.000	17089
BG223782	chr3	10254372	10254788	+	0.000	0.000	17090
BG322400	chr7	23633251	23633450	+	0.000	0.000	23067
BG322406	chr7	23658852	23659366	+	0.000	0.000	23068
BG322409	chr7	23685456	23685666	+	0.000	0.000	23069
BG322420	chr7	23865110	23865318	+	0.000	0.000	23070
BG322446	chr7	24318427	24318626	+	0.000	0.000	23071
BG59004	chr11	62559246	62559765	+	0.000	0.000	4479
BG223806	chr3	10309582	10309948	+	0.000	0.000	17091
BG59014	chr11	62599219	62599464	+	0.000	0.000	4480
BG223817	chr3	10351142	10351353	+	0.000	0.000	17092
BG59021	chr11	62627764	62628004	+	0.000	0.000	4481
BG59026	chr11	62670977	62671176	+	0.000	0.000	4482
BG223839	chr3	10398731	10398951	+	0.000	0.000	17093
BG59047	chr11	62757173	62757408	+	0.000	0.000	4483
BG223842	chr3	10411711	10411910	+	0.000	0.000	17094
BG59055	chr11	62788021	62788220	+	0.000	0.000	4484
BG223854	chr3	10444844	10445073	+	0.000	0.000	17095
BG223859	chr3	10457565	10457971	+	0.000	0.000	17096
BG59072	chr11	62864286	62864485	+	0.000	0.000	4485
BG59076	chr11	62889735	62890345	+	0.000	0.000	4486
BG59078	chr11	62890641	62890840	+	0.000	0.000	4487
BG59080	chr11	62892231	62892430	+	0.000	0.000	4488
BG59081	chr11	62892527	62892726	+	0.000	0.000	4489
BG59083	chr11	62893075	62893274	+	0.000	0.000	4490
BG223890	chr3	10535245	10535764	+	0.000	0.000	17097
BG223891	chr3	10546462	10546722	+	0.000	0.000	17098
BG223895	chr3	10550799	10551029	+	0.000	0.000	17099
BG322535	chr7	24769771	24770388	+	0.000	0.000	23072
BG322555	chr7	24842454	24842690	+	0.000	0.000	23073
BG59104	chr11	62937567	62937766	+	0.000	0.000	4491
BG223903	chr3	10558792	10558991	+	0.000	0.000	17100
BG59110	chr11	63011982	63012181	+	0.000	0.000	4492
BG223911	chr3	10577088	10577502	+	0.000	0.000	17101
BG223927	chr3	10616346	10616828	+	0.000	0.000	17102
BG59132	chr11	63533232	63533479	+	0.000	0.000	4493
BG59136	chr11	63550149	63550365	+	0.000	0.000	4494
BG223943	chr3	10655133	10655385	+	0.000	0.000	17103
BG223944	chr3	10655412	10655856	+	0.000	0.000	17104
BG59153	chr11	63598765	63599547	+	0.000	0.000	4495
BG59154	chr11	63599551	63600019	+	0.000	0.000	4496
BG223952	chr3	10702269	10703016	+	0.000	0.000	17105
BG59161	chr11	63635478	63635677	+	0.000	0.000	4497
BG223966	chr3	10742544	10742766	+	0.000	0.000	17106
BG223974	chr3	10772338	10772574	+	0.000	0.000	17107
BG223975	chr3	10772601	10772829	+	0.000	0.000	17108
BG223988	chr3	10850758	10851000	+	0.000	0.000	17109
BG322623	chr7	25197982	25198390	+	0.000	0.000	23074
BG322663	chr7	25456981	25457192	+	0.000	0.000	23075
BG322670	chr7	25541152	25541382	+	0.000	0.000	23076
BG59201	chr11	63849076	63849475	+	0.000	0.000	4498
BG59204	chr11	63851754	63852195	+	0.000	0.000	4499
BG59252	chr11	64035387	64035586	+	0.000	0.000	4500
BG59255	chr11	64040737	64041244	+	0.000	0.000	4501
BG59256	chr11	64044994	64045268	+	0.000	0.000	4502
BG59262	chr11	64057320	64057519	+	0.000	0.000	4503
BG59281	chr11	64088690	64088950	+	0.000	0.000	4504
BG59291	chr11	64102385	64102619	+	0.000	0.000	4505
BG59292	chr11	64117571	64118090	+	0.000	0.000	4506
BG59293	chr11	64118121	64118365	+	0.000	0.000	4507
BG322744	chr7	25893462	25893702	+	0.000	0.000	23077
BG322773	chr7	26182800	26183923	+	0.000	0.000	23078
BG322775	chr7	26184552	26184902	+	0.000	0.000	23079
BG322779	chr7	26202500	26202702	+	0.000	0.000	23080
BG322798	chr7	26334807	26335259	+	0.000	0.000	23081
BG59300	chr11	64131984	64132231	+	0.000	0.000	4508
BG59308	chr11	64151040	64151239	+	0.000	0.000	4509
BG59311	chr11	64156659	64156950	+	0.000	0.000	4510
BG59325	chr11	64208176	64208411	+	0.000	0.000	4511
BG59343	chr11	64271394	64271884	+	0.000	0.000	4512
BG59344	chr11	64276678	64277054	+	0.000	0.000	4513
BG59387	chr11	64523554	64523795	+	0.000	0.000	4514
BG322807	chr7	26369215	26369414	+	0.000	0.000	23082
BG322810	chr7	26372134	26372333	+	0.000	0.000	23083
BG322838	chr7	26492666	26492865	+	0.000	0.000	23084
BG322875	chr7	26648511	26649002	+	0.000	0.000	23085
BG322892	chr7	26858611	26858820	+	0.000	0.000	23086
BG59410	chr11	64611169	64611388	+	0.000	0.000	4515
BG59413	chr11	64630174	64630391	+	0.000	0.000	4516
BG59425	chr11	64655307	64655525	+	0.000	0.000	4517
BG59439	chr11	64700988	64701218	+	0.000	0.000	4518
BG59473	chr11	64823653	64824091	+	0.000	0.000	4519
BG59474	chr11	64824108	64824523	+	0.000	0.000	4520
BG59492	chr11	64874461	64874688	+	0.000	0.000	4521
BG59493	chr11	64874889	64875118	+	0.000	0.000	4522
BG59494	chr11	64875748	64875947	+	0.000	0.000	4523
